name,naming_series,customer,posting_date,company
DN-DEMO-000753,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2026-02-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000754,MAT-DN-.YYYY.-,National District Hospital 17,2026-02-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000755,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2026-02-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000756,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2026-02-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000757,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2026-02-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000758,MAT-DN-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2026-02-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000759,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2026-02-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000760,MAT-DN-.YYYY.-,Lahore General District Hospital 13,2026-02-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000761,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2026-02-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000762,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2026-02-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000763,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2026-02-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000764,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2026-02-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000765,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2026-02-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000766,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2026-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000767,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2026-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000768,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2026-02-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000769,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2026-02-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000770,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2026-02-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000771,MAT-DN-.YYYY.-,Punjab District Hospital 12,2026-02-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000772,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2026-02-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000773,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2026-02-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000774,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2026-02-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000775,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2026-02-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000776,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2026-02-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000777,MAT-DN-.YYYY.-,Services Tertiary Hospital 03,2026-02-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000778,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2026-02-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000779,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2026-02-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000780,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2026-02-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000781,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2026-02-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000782,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2026-02-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000783,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2026-02-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000784,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2026-02-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000785,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2026-02-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000786,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2026-02-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000787,MAT-DN-.YYYY.-,Agha Khan Lab Medical Center 53,2026-02-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000788,MAT-DN-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2026-02-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000789,MAT-DN-.YYYY.-,Agha Khan Lab Medical Center 53,2026-03-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000790,MAT-DN-.YYYY.-,Surgimed Medical Center 34,2026-03-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000791,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 55,2026-03-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000792,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2026-03-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000793,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 45,2026-03-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000794,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2026-03-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000795,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2026-03-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000796,MAT-DN-.YYYY.-,Lahore Eye Medical Center 32,2026-03-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000797,MAT-DN-.YYYY.-,Lahore Eye Medical Center 32,2026-03-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000798,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2026-03-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000799,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 41,2026-03-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000800,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2026-03-10,EnXi Biomedical & Waste Management (Pvt) Ltd
