parent,parenttype,parentfield,item_code,qty,uom,rate
SI-DEMO-001097,Sales Invoice,items,BIO-00118,8,Nos,397021
SI-DEMO-001098,Sales Invoice,items,BIO-00158,3,Nos,2652876
SI-DEMO-001098,Sales Invoice,items,BIO-00392,17,Nos,327098
SI-DEMO-001099,Sales Invoice,items,BIO-00271,10,Nos,2341332
SI-DEMO-001100,Sales Invoice,items,BIO-00250,2,Nos,2017761
SI-DEMO-001101,Sales Invoice,items,BIO-00417,9,Nos,2472004
SI-DEMO-001102,Sales Invoice,items,BIO-00225,9,Nos,992846
SI-DEMO-001103,Sales Invoice,items,BIO-00333,2,Nos,1299112
SI-DEMO-001103,Sales Invoice,items,BIO-00359,23,Nos,480888
SI-DEMO-001104,Sales Invoice,items,BIO-00151,4,Nos,890028
SI-DEMO-001105,Sales Invoice,items,BIO-00142,3,Nos,2160735
SI-DEMO-001106,Sales Invoice,items,BIO-00412,8,Nos,658711
SI-DEMO-001106,Sales Invoice,items,BIO-00343,41,Nos,234728
SI-DEMO-001107,Sales Invoice,items,BIO-00185,7,Nos,1287722
SI-DEMO-001108,Sales Invoice,items,BIO-00162,5,Nos,2022267
SI-DEMO-001109,Sales Invoice,items,BIO-00156,2,Nos,418542
SI-DEMO-001109,Sales Invoice,items,BIO-00427,9,Nos,196211
SI-DEMO-001110,Sales Invoice,items,BIO-00349,2,Nos,2232759
SI-DEMO-001111,Sales Invoice,items,BIO-00112,7,Nos,824603
SI-DEMO-001112,Sales Invoice,items,SVC-TRN-010,9,Nos,670
SI-DEMO-001113,Sales Invoice,items,BIO-00150,2,Nos,1562920
SI-DEMO-001113,Sales Invoice,items,BIO-00365,22,Nos,308056
SI-DEMO-001114,Sales Invoice,items,BIO-00194,10,Nos,1114470
SI-DEMO-001115,Sales Invoice,items,BIO-00259,4,Nos,85829
SI-DEMO-001115,Sales Invoice,items,BIO-00234,43,Nos,287183
SI-DEMO-001116,Sales Invoice,items,BIO-00448,4,Nos,368344
SI-DEMO-001117,Sales Invoice,items,BIO-00056,4,Nos,2022069
SI-DEMO-001117,Sales Invoice,items,BIO-00079,6,Nos,154372
SI-DEMO-001118,Sales Invoice,items,BIO-00143,6,Nos,1846040
SI-DEMO-001119,Sales Invoice,items,BIO-00377,6,Nos,1153748
SI-DEMO-001120,Sales Invoice,items,BIO-00417,4,Nos,977252
SI-DEMO-001120,Sales Invoice,items,BIO-00237,45,Nos,178573
SI-DEMO-001121,Sales Invoice,items,BIO-00229,8,Nos,1552152
SI-DEMO-001122,Sales Invoice,items,BIO-00244,6,Nos,1644930
SI-DEMO-001122,Sales Invoice,items,BIO-00373,6,Nos,487743
SI-DEMO-001123,Sales Invoice,items,BIO-00429,7,Nos,2344243
SI-DEMO-001123,Sales Invoice,items,BIO-00068,14,Nos,403839
SI-DEMO-001124,Sales Invoice,items,BIO-00087,2,Nos,2018976
SI-DEMO-001124,Sales Invoice,items,BIO-00276,11,Nos,478718
SI-DEMO-001125,Sales Invoice,items,BIO-00339,5,Nos,2902923
SI-DEMO-001125,Sales Invoice,items,BIO-00079,26,Nos,296821
SI-DEMO-001126,Sales Invoice,items,BIO-00225,5,Nos,1187999
SI-DEMO-001127,Sales Invoice,items,BIO-00429,5,Nos,1403393
SI-DEMO-001128,Sales Invoice,items,BIO-00400,9,Nos,947632
SI-DEMO-001129,Sales Invoice,items,BIO-00422,1,Nos,674007
SI-DEMO-001130,Sales Invoice,items,BIO-00383,10,Nos,453837
SI-DEMO-001131,Sales Invoice,items,BIO-00197,2,Nos,2421570
SI-DEMO-001131,Sales Invoice,items,BIO-00082,32,Nos,292497
SI-DEMO-001132,Sales Invoice,items,BIO-00294,6,Nos,325840
SI-DEMO-001133,Sales Invoice,items,BIO-00245,2,Nos,2043421
SI-DEMO-001134,Sales Invoice,items,BIO-00270,10,Nos,211041
SI-DEMO-001135,Sales Invoice,items,BIO-00281,9,Nos,2298565
SI-DEMO-001135,Sales Invoice,items,BIO-00403,36,Nos,224063
SI-DEMO-001136,Sales Invoice,items,BIO-00132,6,Nos,2339851
SI-DEMO-001136,Sales Invoice,items,BIO-00293,30,Nos,192841
SI-DEMO-001137,Sales Invoice,items,BIO-00062,5,Nos,1419181
SI-DEMO-001138,Sales Invoice,items,SVC-JAN-003,9,Nos,558
SI-DEMO-001139,Sales Invoice,items,BIO-00083,9,Nos,2283416
SI-DEMO-001140,Sales Invoice,items,BIO-00376,9,Nos,2060937
SI-DEMO-001141,Sales Invoice,items,BIO-00315,2,Nos,1348781
SI-DEMO-001142,Sales Invoice,items,BIO-00260,8,Nos,1575798
SI-DEMO-001143,Sales Invoice,items,BIO-00177,3,Nos,106865
SI-DEMO-001143,Sales Invoice,items,BIO-00429,49,Nos,106278
SI-DEMO-001144,Sales Invoice,items,BIO-00380,9,Nos,1619710
SI-DEMO-001144,Sales Invoice,items,BIO-00363,43,Nos,409489
SI-DEMO-001145,Sales Invoice,items,BIO-00265,4,Nos,403832
SI-DEMO-001146,Sales Invoice,items,SVC-JAN-005,2,Nos,196
SI-DEMO-001147,Sales Invoice,items,BIO-00062,3,Nos,2629140
SI-DEMO-001147,Sales Invoice,items,BIO-00167,41,Nos,464747
SI-DEMO-001148,Sales Invoice,items,BIO-00142,8,Nos,2182564
SI-DEMO-001149,Sales Invoice,items,BIO-00132,2,Nos,2258393
SI-DEMO-001150,Sales Invoice,items,BIO-00451,5,Nos,220322
SI-DEMO-001150,Sales Invoice,items,BIO-00231,45,Nos,459439
SI-DEMO-001151,Sales Invoice,items,BIO-00102,3,Nos,2367452
SI-DEMO-001151,Sales Invoice,items,BIO-00428,37,Nos,498675
SI-DEMO-001152,Sales Invoice,items,BIO-00255,3,Nos,1791079
SI-DEMO-001152,Sales Invoice,items,SVC-SHRP,36,Kg,728
SI-DEMO-001153,Sales Invoice,items,BIO-00121,3,Nos,1870971
SI-DEMO-001154,Sales Invoice,items,BIO-00250,8,Nos,1669722
SI-DEMO-001155,Sales Invoice,items,BIO-00215,8,Nos,2426662
SI-DEMO-001155,Sales Invoice,items,SVC-JAN-002,30,Nos,396
SI-DEMO-001156,Sales Invoice,items,BIO-00270,6,Nos,1076324
SI-DEMO-001157,Sales Invoice,items,SVC-SHRP,1198,Kg,560
SI-DEMO-001158,Sales Invoice,items,BIO-00255,5,Nos,221387
SI-DEMO-001159,Sales Invoice,items,BIO-00105,5,Nos,2453777
SI-DEMO-001159,Sales Invoice,items,BIO-00397,49,Nos,326113
SI-DEMO-001160,Sales Invoice,items,BIO-00248,8,Nos,895118
SI-DEMO-001161,Sales Invoice,items,BIO-00166,3,Nos,1881604
SI-DEMO-001161,Sales Invoice,items,BIO-00383,34,Nos,383332
SI-DEMO-001162,Sales Invoice,items,BIO-00325,10,Nos,1861801
SI-DEMO-001163,Sales Invoice,items,BIO-00421,8,Nos,2360160
SI-DEMO-001164,Sales Invoice,items,BIO-00370,5,Nos,710470
SI-DEMO-001165,Sales Invoice,items,BIO-00156,1,Nos,371031
SI-DEMO-001166,Sales Invoice,items,BIO-00444,2,Nos,603451
SI-DEMO-001166,Sales Invoice,items,BIO-00138,31,Nos,212792
SI-DEMO-001167,Sales Invoice,items,CNT-012,3,Nos,2474099
SI-DEMO-001168,Sales Invoice,items,BIO-00104,1,Nos,2089192
SI-DEMO-001169,Sales Invoice,items,BIO-00383,2,Nos,2161195
SI-DEMO-001170,Sales Invoice,items,BIO-00426,4,Nos,1173382
SI-DEMO-001170,Sales Invoice,items,BIO-00262,20,Nos,55860
SI-DEMO-001171,Sales Invoice,items,BIO-00198,6,Nos,1293424
SI-DEMO-001171,Sales Invoice,items,BIO-00433,9,Nos,289000
SI-DEMO-001172,Sales Invoice,items,BIO-00380,9,Nos,2517619
SI-DEMO-001173,Sales Invoice,items,BIO-00312,10,Nos,411076
SI-DEMO-001174,Sales Invoice,items,BIO-00242,8,Nos,2754310
SI-DEMO-001174,Sales Invoice,items,BIO-00108,13,Nos,90509
SI-DEMO-001175,Sales Invoice,items,BIO-00159,6,Nos,697407
SI-DEMO-001175,Sales Invoice,items,BIO-00237,30,Nos,147098
SI-DEMO-001176,Sales Invoice,items,BIO-00178,7,Nos,586720
SI-DEMO-001177,Sales Invoice,items,BIO-00237,2,Nos,1831515
SI-DEMO-001178,Sales Invoice,items,SVC-TRN-007,2,Nos,235
SI-DEMO-001179,Sales Invoice,items,BIO-00109,5,Nos,2675983
SI-DEMO-001180,Sales Invoice,items,BIO-00080,7,Nos,2901836
SI-DEMO-001180,Sales Invoice,items,BIO-00232,48,Nos,94637
SI-DEMO-001181,Sales Invoice,items,BIO-00328,10,Nos,1681916
SI-DEMO-001182,Sales Invoice,items,BIO-00404,2,Nos,764794
SI-DEMO-001183,Sales Invoice,items,BIO-00121,3,Nos,82845
SI-DEMO-001183,Sales Invoice,items,BIO-00128,20,Nos,37402
SI-DEMO-001184,Sales Invoice,items,BIO-00331,5,Nos,553568
SI-DEMO-001184,Sales Invoice,items,BIO-00122,23,Nos,307768
SI-DEMO-001185,Sales Invoice,items,BIO-00369,7,Nos,1447996
SI-DEMO-001186,Sales Invoice,items,BIO-00104,7,Nos,2409312
SI-DEMO-001187,Sales Invoice,items,BIO-00421,8,Nos,1167150
SI-DEMO-001188,Sales Invoice,items,BIO-00374,2,Nos,880171
SI-DEMO-001189,Sales Invoice,items,BIO-00251,5,Nos,204572
SI-DEMO-001189,Sales Invoice,items,BIO-00101,14,Nos,10087
SI-DEMO-001190,Sales Invoice,items,BIO-00176,8,Nos,1489136
SI-DEMO-001190,Sales Invoice,items,BIO-00348,43,Nos,40936
SI-DEMO-001191,Sales Invoice,items,BIO-00131,3,Nos,1185994
SI-DEMO-001192,Sales Invoice,items,BIO-00103,2,Nos,388821
SI-DEMO-001192,Sales Invoice,items,BIO-00266,36,Nos,344992
SI-DEMO-001193,Sales Invoice,items,BIO-00252,7,Nos,2788160
SI-DEMO-001194,Sales Invoice,items,BIO-00282,4,Nos,245355
SI-DEMO-001195,Sales Invoice,items,BIO-00117,2,Nos,1944003
SI-DEMO-001196,Sales Invoice,items,BIO-00102,8,Nos,1253401
SI-DEMO-001196,Sales Invoice,items,BIO-00370,20,Nos,472694
SI-DEMO-001197,Sales Invoice,items,BIO-00454,6,Nos,541096
SI-DEMO-001198,Sales Invoice,items,BIO-00399,1,Nos,1224638
SI-DEMO-001199,Sales Invoice,items,BIO-00450,5,Nos,688829
SI-DEMO-001199,Sales Invoice,items,BIO-00142,18,Nos,335059
SI-DEMO-001200,Sales Invoice,items,BIO-00186,7,Nos,1717289
SI-DEMO-001200,Sales Invoice,items,BIO-00275,33,Nos,42680
SI-DEMO-001201,Sales Invoice,items,BIO-00100,7,Nos,192321
SI-DEMO-001201,Sales Invoice,items,BIO-00210,32,Nos,490696
SI-DEMO-001202,Sales Invoice,items,BIO-00346,10,Nos,1150821
SI-DEMO-001203,Sales Invoice,items,BIO-00211,5,Nos,1760642
SI-DEMO-001204,Sales Invoice,items,BIO-00222,8,Nos,1669134
SI-DEMO-001205,Sales Invoice,items,BIO-00183,9,Nos,2951997
SI-DEMO-001205,Sales Invoice,items,BIO-00328,47,Nos,401769
SI-DEMO-001206,Sales Invoice,items,BIO-00137,5,Nos,701386
SI-DEMO-001207,Sales Invoice,items,BIO-00245,5,Nos,2947931
SI-DEMO-001208,Sales Invoice,items,BIO-00376,5,Nos,1194901
SI-DEMO-001209,Sales Invoice,items,BIO-00185,2,Nos,1678982
SI-DEMO-001209,Sales Invoice,items,BIO-00174,33,Nos,300994
SI-DEMO-001210,Sales Invoice,items,BIO-00346,1,Nos,184946
SI-DEMO-001210,Sales Invoice,items,BIO-00286,49,Nos,53555
SI-DEMO-001211,Sales Invoice,items,BIO-00216,5,Nos,321870
SI-DEMO-001212,Sales Invoice,items,BIO-00333,2,Nos,2798857
SI-DEMO-001213,Sales Invoice,items,BIO-00240,4,Nos,1487373
SI-DEMO-001214,Sales Invoice,items,BIO-00193,9,Nos,1929462
SI-DEMO-001214,Sales Invoice,items,BIO-00159,2,Nos,48835
SI-DEMO-001215,Sales Invoice,items,BIO-00212,10,Nos,155501
SI-DEMO-001215,Sales Invoice,items,BIO-00365,14,Nos,490300
SI-DEMO-001216,Sales Invoice,items,BIO-00219,4,Nos,475853
SI-DEMO-001217,Sales Invoice,items,BIO-00093,10,Nos,2934552
SI-DEMO-001218,Sales Invoice,items,BIO-00381,9,Nos,187813
SI-DEMO-001218,Sales Invoice,items,BIO-00193,13,Nos,2352
SI-DEMO-001219,Sales Invoice,items,BIO-00434,2,Nos,2933152
SI-DEMO-001220,Sales Invoice,items,BIO-00321,5,Nos,730016
SI-DEMO-001220,Sales Invoice,items,BIO-00384,8,Nos,231384
SI-DEMO-001221,Sales Invoice,items,BIO-00202,4,Nos,1358305
SI-DEMO-001222,Sales Invoice,items,BIO-00308,2,Nos,366802
SI-DEMO-001223,Sales Invoice,items,BIO-00095,1,Nos,2303207
SI-DEMO-001224,Sales Invoice,items,BIO-00131,4,Nos,2258578
SI-DEMO-001225,Sales Invoice,items,BIO-00452,10,Nos,2921782
SI-DEMO-001225,Sales Invoice,items,BIO-00325,5,Nos,82820
SI-DEMO-001226,Sales Invoice,items,BIO-00066,9,Nos,1311734
SI-DEMO-001226,Sales Invoice,items,BIO-00061,19,Nos,53168
SI-DEMO-001227,Sales Invoice,items,BIO-00120,2,Nos,1596266
SI-DEMO-001227,Sales Invoice,items,BIO-00149,1,Nos,251721
SI-DEMO-001228,Sales Invoice,items,BIO-00220,9,Nos,881520
SI-DEMO-001229,Sales Invoice,items,CNT-015,6,Nos,861075
SI-DEMO-001229,Sales Invoice,items,BIO-00328,26,Nos,314967
SI-DEMO-001230,Sales Invoice,items,BIO-00074,2,Nos,838963
SI-DEMO-001230,Sales Invoice,items,BIO-00132,50,Nos,422168
SI-DEMO-001231,Sales Invoice,items,BIO-00187,5,Nos,834941
SI-DEMO-001232,Sales Invoice,items,BIO-00385,3,Nos,1633334
SI-DEMO-001233,Sales Invoice,items,BIO-00384,3,Nos,1586844
SI-DEMO-001233,Sales Invoice,items,BIO-00145,18,Nos,311626
SI-DEMO-001234,Sales Invoice,items,BIO-00419,1,Nos,1615714
SI-DEMO-001234,Sales Invoice,items,BIO-00178,47,Nos,220724
SI-DEMO-001235,Sales Invoice,items,SVC-CHEM,1521,Kg,501
SI-DEMO-001236,Sales Invoice,items,BIO-00160,6,Nos,1899776
SI-DEMO-001236,Sales Invoice,items,BIO-00131,4,Nos,224168
SI-DEMO-001237,Sales Invoice,items,BIO-00180,2,Nos,2168086
SI-DEMO-001238,Sales Invoice,items,BIO-00149,4,Nos,890475
SI-DEMO-001239,Sales Invoice,items,BIO-00255,2,Nos,1473605
SI-DEMO-001240,Sales Invoice,items,BIO-00368,7,Nos,1472320
SI-DEMO-001241,Sales Invoice,items,BIO-00196,9,Nos,1099336
SI-DEMO-001242,Sales Invoice,items,BIO-00314,2,Nos,1580834
SI-DEMO-001242,Sales Invoice,items,BIO-00377,50,Nos,179449
SI-DEMO-001243,Sales Invoice,items,BIO-00202,8,Nos,24008
SI-DEMO-001244,Sales Invoice,items,BIO-00275,10,Nos,538965
SI-DEMO-001244,Sales Invoice,items,BIO-00378,34,Nos,353756
SI-DEMO-001245,Sales Invoice,items,BIO-00436,7,Nos,1046547
SI-DEMO-001246,Sales Invoice,items,BIO-00079,10,Nos,901377
SI-DEMO-001247,Sales Invoice,items,BIO-00155,9,Nos,861714
SI-DEMO-001248,Sales Invoice,items,BIO-00279,2,Nos,101921
SI-DEMO-001249,Sales Invoice,items,BIO-00176,6,Nos,830681
SI-DEMO-001250,Sales Invoice,items,BIO-00320,3,Nos,1093716
SI-DEMO-001251,Sales Invoice,items,BIO-00435,9,Nos,2238860
SI-DEMO-001251,Sales Invoice,items,BIO-00208,27,Nos,464630
SI-DEMO-001252,Sales Invoice,items,SVC-JAN-001,1,Nos,450
SI-DEMO-001252,Sales Invoice,items,BIO-00365,19,Nos,244613
SI-DEMO-001253,Sales Invoice,items,BIO-00266,7,Nos,83200
SI-DEMO-001253,Sales Invoice,items,BIO-00069,16,Nos,108812
SI-DEMO-001254,Sales Invoice,items,BIO-00296,10,Nos,669664
SI-DEMO-001255,Sales Invoice,items,BIO-00410,3,Nos,1196069
SI-DEMO-001255,Sales Invoice,items,BIO-00195,3,Nos,407109
SI-DEMO-001256,Sales Invoice,items,BIO-00139,4,Nos,2487752
SI-DEMO-001257,Sales Invoice,items,SVC-TRN-007,3,Nos,551
SI-DEMO-001258,Sales Invoice,items,BIO-00146,2,Nos,2606249
SI-DEMO-001259,Sales Invoice,items,BIO-00386,8,Nos,2111782
SI-DEMO-001259,Sales Invoice,items,BIO-00433,24,Nos,135442
SI-DEMO-001260,Sales Invoice,items,BIO-00127,2,Nos,2789022
SI-DEMO-001261,Sales Invoice,items,BIO-00213,3,Nos,2448170
SI-DEMO-001262,Sales Invoice,items,BIO-00448,3,Nos,2652558
SI-DEMO-001263,Sales Invoice,items,BIO-00193,9,Nos,1198768
SI-DEMO-001264,Sales Invoice,items,BIO-00282,10,Nos,529017
SI-DEMO-001265,Sales Invoice,items,BIO-00353,10,Nos,515226
SI-DEMO-001266,Sales Invoice,items,BIO-00453,7,Nos,958406
SI-DEMO-001266,Sales Invoice,items,BIO-00376,31,Nos,234529
SI-DEMO-001267,Sales Invoice,items,BIO-00090,9,Nos,2279909
SI-DEMO-001268,Sales Invoice,items,BIO-00404,5,Nos,492599
SI-DEMO-001269,Sales Invoice,items,BIO-00130,10,Nos,374216
SI-DEMO-001270,Sales Invoice,items,BIO-00361,6,Nos,605488
SI-DEMO-001271,Sales Invoice,items,BIO-00381,3,Nos,1105470
SI-DEMO-001272,Sales Invoice,items,BIO-00164,6,Nos,1519511
SI-DEMO-001273,Sales Invoice,items,BIO-00306,10,Nos,2554504
SI-DEMO-001274,Sales Invoice,items,BIO-00354,8,Nos,2833216
SI-DEMO-001275,Sales Invoice,items,BIO-00220,4,Nos,1782193
SI-DEMO-001276,Sales Invoice,items,BIO-00430,1,Nos,1973383
SI-DEMO-001276,Sales Invoice,items,CNT-015,11,Nos,372783
SI-DEMO-001277,Sales Invoice,items,BIO-00419,3,Nos,521427
SI-DEMO-001278,Sales Invoice,items,BIO-00085,1,Nos,580880
SI-DEMO-001279,Sales Invoice,items,BIO-00292,4,Nos,507570
SI-DEMO-001280,Sales Invoice,items,BIO-00071,7,Nos,2615730
SI-DEMO-001281,Sales Invoice,items,BIO-00105,1,Nos,1114958
SI-DEMO-001282,Sales Invoice,items,BIO-00117,6,Nos,982126
SI-DEMO-001283,Sales Invoice,items,BIO-00109,10,Nos,715935
SI-DEMO-001283,Sales Invoice,items,BIO-00253,3,Nos,254020
SI-DEMO-001284,Sales Invoice,items,BIO-00351,9,Nos,2459868
SI-DEMO-001284,Sales Invoice,items,BIO-00315,21,Nos,425036
SI-DEMO-001285,Sales Invoice,items,BIO-00098,1,Nos,666637
SI-DEMO-001285,Sales Invoice,items,BIO-00402,47,Nos,264187
SI-DEMO-001286,Sales Invoice,items,BIO-00430,2,Nos,2428576
SI-DEMO-001286,Sales Invoice,items,BIO-00287,45,Nos,345377
SI-DEMO-001287,Sales Invoice,items,BIO-00151,6,Nos,1047155
SI-DEMO-001288,Sales Invoice,items,SVC-TRN-008,7,Nos,797
SI-DEMO-001289,Sales Invoice,items,CNT-020,2,Nos,19790
SI-DEMO-001290,Sales Invoice,items,BIO-00453,7,Nos,2005669
SI-DEMO-001290,Sales Invoice,items,BIO-00333,24,Nos,464407
SI-DEMO-001291,Sales Invoice,items,BIO-00240,2,Nos,534578
SI-DEMO-001292,Sales Invoice,items,BIO-00167,7,Nos,2343342
SI-DEMO-001292,Sales Invoice,items,BIO-00173,32,Nos,429121
SI-DEMO-001293,Sales Invoice,items,BIO-00358,4,Nos,73391
SI-DEMO-001294,Sales Invoice,items,BIO-00370,1,Nos,2964957
SI-DEMO-001294,Sales Invoice,items,BIO-00349,30,Nos,269099
SI-DEMO-001295,Sales Invoice,items,BIO-00199,5,Nos,2113239
SI-DEMO-001296,Sales Invoice,items,BIO-00144,9,Nos,284969
SI-DEMO-001297,Sales Invoice,items,BIO-00308,3,Nos,1371364
SI-DEMO-001297,Sales Invoice,items,BIO-00292,31,Nos,335866
SI-DEMO-001298,Sales Invoice,items,BIO-00257,8,Nos,663037
SI-DEMO-001298,Sales Invoice,items,BIO-00242,1,Nos,31382
SI-DEMO-001299,Sales Invoice,items,BIO-00075,6,Nos,5224
SI-DEMO-001300,Sales Invoice,items,SVC-TRN-008,6,Nos,391
SI-DEMO-001300,Sales Invoice,items,BIO-00073,38,Nos,309738
SI-DEMO-001301,Sales Invoice,items,BIO-00161,1,Nos,1425591
SI-DEMO-001302,Sales Invoice,items,CNT-019,5,Nos,1796978
SI-DEMO-001303,Sales Invoice,items,BIO-00439,8,Nos,2908111
SI-DEMO-001304,Sales Invoice,items,BIO-00377,4,Nos,1348654
SI-DEMO-001305,Sales Invoice,items,BIO-00078,6,Nos,1367552
SI-DEMO-001306,Sales Invoice,items,BIO-00351,3,Nos,131255
SI-DEMO-001307,Sales Invoice,items,BIO-00087,9,Nos,1522946
SI-DEMO-001307,Sales Invoice,items,BIO-00146,2,Nos,485763
SI-DEMO-001308,Sales Invoice,items,BIO-00126,2,Nos,471606
SI-DEMO-001309,Sales Invoice,items,BIO-00209,3,Nos,539421
SI-DEMO-001310,Sales Invoice,items,BIO-00196,9,Nos,234736
SI-DEMO-001311,Sales Invoice,items,BIO-00430,4,Nos,319401
SI-DEMO-001312,Sales Invoice,items,BIO-00442,1,Nos,1965986
SI-DEMO-001313,Sales Invoice,items,BIO-00419,7,Nos,46796
SI-DEMO-001313,Sales Invoice,items,BIO-00204,4,Nos,376863
SI-DEMO-001314,Sales Invoice,items,SVC-TRN-008,2,Nos,513
SI-DEMO-001314,Sales Invoice,items,BIO-00146,36,Nos,94320
SI-DEMO-001315,Sales Invoice,items,BIO-00452,2,Nos,2931549
SI-DEMO-001316,Sales Invoice,items,BIO-00261,1,Nos,2606723
SI-DEMO-001316,Sales Invoice,items,BIO-00293,49,Nos,297303
SI-DEMO-001317,Sales Invoice,items,BIO-00144,8,Nos,429700
SI-DEMO-001317,Sales Invoice,items,BIO-00103,19,Nos,454092
SI-DEMO-001318,Sales Invoice,items,BIO-00208,6,Nos,2813291
SI-DEMO-001318,Sales Invoice,items,BIO-00177,46,Nos,342345
SI-DEMO-001319,Sales Invoice,items,BIO-00156,2,Nos,1097657
SI-DEMO-001319,Sales Invoice,items,BIO-00311,7,Nos,432824
SI-DEMO-001320,Sales Invoice,items,BIO-00403,10,Nos,2308362
SI-DEMO-001320,Sales Invoice,items,BIO-00449,24,Nos,202679
SI-DEMO-001321,Sales Invoice,items,BIO-00354,8,Nos,736900
SI-DEMO-001321,Sales Invoice,items,BIO-00133,47,Nos,446404
SI-DEMO-001322,Sales Invoice,items,BIO-00237,7,Nos,117820
SI-DEMO-001323,Sales Invoice,items,BIO-00415,9,Nos,1706467
SI-DEMO-001324,Sales Invoice,items,CNT-020,4,Nos,2551403
SI-DEMO-001325,Sales Invoice,items,BIO-00319,10,Nos,2797932
SI-DEMO-001326,Sales Invoice,items,BIO-00352,10,Nos,1028912
SI-DEMO-001327,Sales Invoice,items,BIO-00344,1,Nos,917958
SI-DEMO-001328,Sales Invoice,items,BIO-00261,5,Nos,2111458
SI-DEMO-001328,Sales Invoice,items,BIO-00362,4,Nos,378226
SI-DEMO-001329,Sales Invoice,items,BIO-00058,8,Nos,2019582
SI-DEMO-001329,Sales Invoice,items,BIO-00430,42,Nos,163309
SI-DEMO-001330,Sales Invoice,items,BIO-00380,3,Nos,137614
SI-DEMO-001331,Sales Invoice,items,BIO-00068,4,Nos,2134264
SI-DEMO-001332,Sales Invoice,items,BIO-00290,9,Nos,309958
SI-DEMO-001333,Sales Invoice,items,BIO-00271,1,Nos,2219742
SI-DEMO-001333,Sales Invoice,items,CNT-016,30,Nos,150362
SI-DEMO-001334,Sales Invoice,items,BIO-00170,5,Nos,2932522
SI-DEMO-001334,Sales Invoice,items,BIO-00146,44,Nos,407155
SI-DEMO-001335,Sales Invoice,items,BIO-00236,3,Nos,1975984
SI-DEMO-001335,Sales Invoice,items,BIO-00452,45,Nos,478301
SI-DEMO-001336,Sales Invoice,items,BIO-00067,1,Nos,367822
SI-DEMO-001337,Sales Invoice,items,BIO-00234,9,Nos,1488104
SI-DEMO-001338,Sales Invoice,items,BIO-00237,6,Nos,1437070
SI-DEMO-001338,Sales Invoice,items,BIO-00441,12,Nos,228353
SI-DEMO-001339,Sales Invoice,items,SVC-PHRM,1099,Kg,695
SI-DEMO-001340,Sales Invoice,items,BIO-00181,5,Nos,452998
SI-DEMO-001340,Sales Invoice,items,BIO-00256,11,Nos,87802
SI-DEMO-001341,Sales Invoice,items,BIO-00195,10,Nos,1806937
SI-DEMO-001342,Sales Invoice,items,BIO-00415,10,Nos,1174960
SI-DEMO-001342,Sales Invoice,items,BIO-00176,36,Nos,282171
SI-DEMO-001343,Sales Invoice,items,BIO-00398,4,Nos,2069649
SI-DEMO-001343,Sales Invoice,items,BIO-00242,46,Nos,452768
SI-DEMO-001344,Sales Invoice,items,BIO-00150,8,Nos,1882124
SI-DEMO-001345,Sales Invoice,items,SVC-CHEM,1725,Kg,324
SI-DEMO-001346,Sales Invoice,items,BIO-00366,10,Nos,1340479
SI-DEMO-001346,Sales Invoice,items,BIO-00198,35,Nos,493493
SI-DEMO-001347,Sales Invoice,items,BIO-00384,2,Nos,1460217
SI-DEMO-001348,Sales Invoice,items,BIO-00369,8,Nos,88900
SI-DEMO-001348,Sales Invoice,items,BIO-00448,31,Nos,227272
SI-DEMO-001349,Sales Invoice,items,BIO-00329,10,Nos,1926430
SI-DEMO-001350,Sales Invoice,items,BIO-00297,3,Nos,2122591
SI-DEMO-001350,Sales Invoice,items,BIO-00412,4,Nos,394586
SI-DEMO-001351,Sales Invoice,items,BIO-00424,1,Nos,2864107
SI-DEMO-001351,Sales Invoice,items,BIO-00421,24,Nos,303996
SI-DEMO-001352,Sales Invoice,items,BIO-00423,5,Nos,194068
SI-DEMO-001352,Sales Invoice,items,BIO-00143,29,Nos,363959
SI-DEMO-001353,Sales Invoice,items,BIO-00332,8,Nos,1709866
SI-DEMO-001354,Sales Invoice,items,BIO-00167,7,Nos,2469445
SI-DEMO-001355,Sales Invoice,items,BIO-00119,8,Nos,2302779
SI-DEMO-001355,Sales Invoice,items,BIO-00414,32,Nos,418149
SI-DEMO-001356,Sales Invoice,items,BIO-00310,6,Nos,124348
SI-DEMO-001357,Sales Invoice,items,BIO-00235,3,Nos,1833156
SI-DEMO-001358,Sales Invoice,items,BIO-00273,5,Nos,964877
SI-DEMO-001358,Sales Invoice,items,BIO-00317,4,Nos,456694
SI-DEMO-001359,Sales Invoice,items,BIO-00232,6,Nos,2279013
SI-DEMO-001360,Sales Invoice,items,BIO-00230,7,Nos,17537
SI-DEMO-001361,Sales Invoice,items,BIO-00103,10,Nos,299927
SI-DEMO-001361,Sales Invoice,items,BIO-00452,48,Nos,427093
SI-DEMO-001362,Sales Invoice,items,BIO-00404,5,Nos,137382
SI-DEMO-001362,Sales Invoice,items,BIO-00077,39,Nos,251802
SI-DEMO-001363,Sales Invoice,items,BIO-00182,9,Nos,2903768
SI-DEMO-001364,Sales Invoice,items,BIO-00208,5,Nos,64316
SI-DEMO-001364,Sales Invoice,items,BIO-00115,2,Nos,136375
SI-DEMO-001365,Sales Invoice,items,BIO-00078,4,Nos,1702540
SI-DEMO-001365,Sales Invoice,items,BIO-00400,46,Nos,347109
SI-DEMO-001366,Sales Invoice,items,BIO-00077,1,Nos,2047251
